"","�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Pages","Issue","Volume","Series","Publisher","Place","Language","Extra","Manual.Tags","Automatic.Tags","Editor","origin_DB"
"readlyc_sphaeriidae.15","8KDVIFTI","journalArticle",2013,"RIVERA USME, DIANA LUCÍA, JOHN JADERPINILLA AGUDELO, GABRIELCAMACHO PINZÓN","GRUPOS TRÓFICOS DE MACROINVERTEBRADOS ACUÁTICOS EN UN HUMEDAL URBANO ANDINO DE COLOMBIA","Acta Biológica Colombiana",NA,"0120-548X",NA,"https://www.redalyc.org/articulo.oa?id=319028011005","En el humedal Jaboque (Bogotá, Colombia) se analizaron las condiciones físicas y químicas del agua y se estudió la comunidad de macroinvertebrados acuáticos por grupos dietarios entre abril de 2009 y enero de 2010. Las aguas del humedal presentaron un carácter ligeramente ácido con valores altos de nitratos, nitrógeno amoniacal y fósforo, por lo que este ecosistema se clasifica como eutrófico a hipereutrófico. La comunidad de macroinvertebrados acuáticos registró seis grupos alimenticios, los cuales estuvieron formados por 27 familias, 26 géneros confirmados y nueve géneros aún por confirmar, con un total de 6403 individuos recolectados en 28 muestras de macrófitas. La mayor abundancia correspondió a detritívoros (43,5 %), colectores-raspadores (31,5 %) y colectores-fragmentadores (14,1 %), los cuales fueron más abundantes en los meses de menor precipitación. Los con- tenidos estomacales de algunos de los organismos evidenciaron que la mayoría de estos individuos consumieron más de un tipo de alimento, además de altas cantidades de materia orgánica. El análisis de correspondencia linealizado (ACL) mostró una or- ganización espacial (estaciones) y temporal (épocas climáticas) en la que los gremios tróficos se agrupan de acuerdo a sus reque- rimientos de nicho, fluctuaciones ambientales o factores de intervención humana. Las variaciones en los grupos dietarios reflejaron cambios en la comunidad de macroinvertebrados desde una perspectiva funcional e indicaron que el humedal es un sistema muy alterado por las actividades urbanas.","2013","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Aquatic macroinvertebrates; macroinvertebrados acuáticos.; food functional groups; Grupos tróficos alimenticios; humedal urbano; Jaboque; urban wetland.",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.16","H9WS8U4L","journalArticle",2009,"Trama, M., F.A.Rizo Patrón V., F.L.Springer","Macroinvertebrados bentónicos del humedal de Palo Verde, Costa Rica","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44918950034","El humedal de Palo Verde es uno de los más importantes de Centro America para aves acuáticas. Durante el período 2002 y 2005, se llevaron a cabo actividades de manejo para controlar la invasión de Typha domingensis. Con el fin de establecer una línea base para monitoreos futuros, en el 2003 se realizó una evaluación de macroinvertebrados acuáticos. Se efectuó un muestreo mensual durante un año, usando el método de sustratos artificiales. Se identificaron 116 táxones pertenecientes a 47 familias y a 18 órdenes. La mayor abundancia se encontró en la clase Conchostraca y la familia Chironomidae que juntas representaron casi la mitad de todos los individuos colectados. En contraste, el 97% de los táxones tuvieron, cada uno, menos del 1% del total de la abundancia. La diversidad de táxones, así como la abundancia de individuos y el número de especies, fueron mayores en la época seca que en la lluviosa. La curva acumulada de especies indicó que se hubiera registrado una mayor cantidad de táxones si los muestreos se hubieran extendido por más tiempo. Con este trabajo damos a conocer la primera lista de macroinvertebrados para el humedal de Palo Verde.","2009","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Costa Rica.; aquatic invertebrates; fresh water marsh; humedal estacional; Inventario; Inventory; invertebrados acuáticos; Palo Verde; Palo Verde.; Typha; Typha domingensis; wetland",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.17","SP45LIL7","journalArticle",2014,"Gutiérrez-Fonseca, Christopher M., Pablo E.Lorion","Application of the BMWP-Costa Rica biotic index in aquatic biomonitoring: sensitivity to collection method and sampling intensity","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44932430018","","2014","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"water quality; Costa Rica.; Aquatic macroinvertebrates; Macroinvertebrados acuáticos; método Colador; método Surber; sample effort; strainer; Surber",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.18","6NNHJJ58","journalArticle",2019,"López Mendoza, José Luis, SantiagoHuertas Pineda, DavidJaramillo Londoño, Ángela MaríaCalderón Rivera, Dayam SoretDíaz Arévalo","Macroinvertebrados acuáticos como indicadores de calidad del agua del río Teusacá (Cundinamarca, Colombia)","Ingeniería y Desarrollo",NA,"0122-3461",NA,"https://www.redalyc.org/articulo.oa?id=85263724007","El objetivo de este estudio fue determinar la calidad del agua a partir de la diversidad de los macroinvertebrados acuáticos presentes en tres zonas del río Teusacá (Cundinamarca, Colombia). En cada estación de muestreo se midió oxígeno disuelto, turbidez, temperatura y pH y se estimaron índices de calidad del agua (BMWP/Col, ASTP, IBF, EPT), junto con algunos índices de biodiversidad (Shannon Weaver, dominancia de Simpson, diversidad de Margalef y Menhinick). Se recolectaron 6781 individuos de macroinvertebrados acuáticos pertenecientes a 3 phylum, 5 clases, 11 órdenes y 21 familias, en tres muestreos en julio, septiembre y noviembre de 2017. La calidad del agua del río Teusacá es moderadamente contaminada, con tendencia a muy contaminada. Asimismo, el cuerpo hídrico presentó una baja biodiversidad y una alta dominancia en las especies colectadas de macroinvertebrados. Los resultados arrojados por los índices de calidad y de diversidad aplicados son independientes de la temporalidad en que realizaron los respectivos muestreos.","2019","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Biodiversity; Biodiversidad; water quality.; calidad del agua; índices de calidad; macroinvertebrados; macroinvertebrates; quality indices; río Teusacá.; Teusacá river",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.19","DKS4T5ZB","journalArticle",2016,"Carneiro Silva, Ciro, Mariana LessaReis Rangel, ElisângelaLansac-Tôha, Fabio AmodêoFatoreto Schwind, Leilane TalitaYoshio Joko","An annotated checklist of the Arcella (Arcellidae) from littoral zone of Paranoá lake-Brazil, with a pictorial key","Acta Scientiarum. Biological Sciences",NA,"1679-9283",NA,"https://www.redalyc.org/articulo.oa?id=187147823014","","2016","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Arcellidae; biological diversity; center west.; centro-oeste.; diversidade biológica; plâncton; plankton; Protist; Protista; taxonomia; taxonomy",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.20","FAEUCSZZ","journalArticle",2013,"Trama, Jesús Abel, Florencia AndreaMejía Marcacuzco","BIODIVERSIDAD DE MACROINVERTEBRADOS BENTÓNICOS EN EL SISTEMA DE CULTIVO DE ARROZ EN EL SECTOR MUÑUELA MARGEN DERECHO EN PIURA, PERÚ","Ecología Aplicada",NA,"1726-2216",NA,"https://www.redalyc.org/articulo.oa?id=34129468010","El presente estudio tuvo por objetivo describir la estructura y composición de las comunidades de macroinvertebrados presentes en partes del sistema de riego y en parcelas de cultivo de arroz del sector Muñuela Margen Derecho en el Bajo Piura, Perú. Se evaluó la colonización de macroinvertebrados tomando en sustratos artificiales muestras en tres puntos principales del sistema de canal P1 (entrada de agua de riego), P2 (drenaje principal) y P3 (canal que desemboca en los Manglares de San Pedro de Vice) y en tres parcelas de arroz individuales del sector de riego seleccionado. Los resultados indican que las comunidades de macroinvertebrados variaron entre los tres puntos de muestreo principales y entre las tres parcelas de arroz: En el punto P1 se encontró una riqueza media de familias de 11, una riqueza media de especies de 16, la diversidad con el índice de Shannon-Wiener de 2.24 y una abundancia media de macroinvertebrados de 450, siendo estos valores mayores que en P2 y P3 (siempre con valores de P<0,01). Las parcelas de arroz evaluadas individualmente presentaron diferencias entre sí, pero siempre mostraron valores de riqueza, diversidad y abundancia menores que en los puntos principales de muestreo. Algunos de los parámetros fisicoquímicos (conductividad eléctrica, salinidad y oxígeno disuelto) y nutrientes evaluados (fósforo y fuentes de nitrógeno inorgánico total) explican las respuestas observadas en la variación de la estructura y composición de las comunidades de macroinvertebrados entre los diferentes puntos de muestreo evaluados. Los resultados del presente estudio dan a conocer una primera aproximación a las comunidades de macroinvertebrados en estos agroecosistemas y en el sistema de riego, que en el futuro podrían ser utilizados como indicadores de la calidad de agua para mejorar las prácticas de manejo del cultivo.","2013","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"macroinvertebrados; macroinvertebrates; Agroecosistemas; Agroecosystems; arroz; irrigation; Piura.; rice; riego",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.21","PMMLPGTP","journalArticle",2014,"Forero, Guillermo, Laura CristinaLongo, MagnoliaRamírez R., John JairoChalar","Índice de calidad ecológica con base en macroinvertebrados acuáticos para la cuenca del río Negro (ICE RN-MAE ), Colombia","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44932430016","Los índices disponibles para la evaluación del estado ecológico de los ríos en Colombia están basados principalmente en hipótesis subjetivas generalizadas acerca de la toleración de los macroinvertebrados, un proceso que presenta limitaciones. En este estudio se presenta la apli - cación de un método para establecer un índice de calidad ecológica para sistemas lóticos, basado en abundancia de macroinvertebrados y variables fisicoquímicas. Se tomó como caso de estudio la cuenca del rio Negro (Colombia). Este nuevo índice se ha formulado como alternativa al BMWP-Col y consiste en la determinación de un gradiente ambiental a partir de un Análisis de Correspondencia Canónica de correlaciones entre abundancias y registros fisicoquímicos. Los puntajes de las estaciones -obtenidos en las correlaciones- son estandarizados y usados en un modelo de Promedios Ponderados (WA); en el modelo se ponderan también las abundancias para estimar los valores óptimos y de tolerancia de cada taxón. Con ellos y la abundancia se calcula los valores del Índice de Calidad Ecológica con base en macroinvertebrados acuáticos para la cuenca del rio Negro (ICE RN-MAE ). Se utilizan los valores del índice junto con las concentraciones de fósforo total (FT) en un análisis de agrupamiento, para así clasificar los sitios de estudio. De ahí se obtienen finalmente los valores medios, máximos, mínimos y de desviación estándar del ICE RN-MAE y FT. Con ellos se definen los umbrales que corresponden a diferentes categorías de calidad ecológica (buena, regular y crítica).","2014","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"macroinvertebrados; macroinvertebrates; BMWP- Col; BMWP-Col; Ecological status index; environmental gradient; gradiente ambiental; Índice de calidad ecológica; quebradas tropicales.; tropical stream.",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.22","TK7LUZCY","journalArticle",2010,"Hanson, Alonso, PaulSpringer, MonikaRamirez","Capítulo 1. Introducción a los grupos de macroinvertebrados acuáticos","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44922967001","","2010","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.23","JPXJ7CF6","journalArticle",2014,"Ríos-Touma, Narcís, BlancaAcosta, RaúlPrat","The Andean Biotic Index (ABI): revised tolerance to pollution values for macroinvertebrate families and index performance evaluation","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44932430017","","2014","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"biomonitoreo; biomonitoring; adaptaciones del BMWP; altitudinal distribution; Andes; aquatic macroinvertebrates; BMWP adapta - tions; calidad del agua.; distribución altitudinal; macroinvertebrados acuáticos; tolerance to pollution; tolerancia a la contaminación; water quality .",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.24","VRSK6ZS8","journalArticle",2020,"Espinosa, Verónica, RodrigoAndino, PatricioCauvy-Fraunié, SophieDangles, OlivierJacobsen, DeanCrespo-Pérez","Diversity patterns of aquatic macroinvertebrates in a tropical high-Andean catchment","Revista de Biología Tropical",NA,"0034-7744",NA,"https://www.redalyc.org/articulo.oa?id=44967850003","","2020","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Aquatic macroinvertebrates; Macroinvertebrados acuáticos; cuencas glaciares; glacierised catchments; krenal; kryal; rareza; rarity; rhithral.",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.25","EMJ32SP2","journalArticle",2008,"Arango, Asmed de Jesús, María CeciliaÁlvarez, Luisa FernandaArango, Gloria AlexandraTorres, Orlando ElíMonsalve","CALIDAD DEL AGUA DE LAS QUEBRADAS LA CRISTALINA Y LA RISARALDA, SAN LUIS, ANTIOQUIA","Revista EIA",NA,"1794-1237",NA,"https://www.redalyc.org/articulo.oa?id=149216913009","Las quebradas La Cristalina y La Risaralda son las fuentes que abastecen el acueducto del área urbana del municipio de San Luis, Antioquia. El propósito de este estudio fue elaborar un mapa de calidad de agua que sirva como base de comparación de la evolución de las quebradas y justifique la inversión de los recursos del Municipio en el mejoramiento prioritario de los tramos más críticos. Para establecer la calidad del agua se determinaron indicadores físicos, químicos y biológicos, entre ellos algunas características físicas de las quebradas como tipo de sustrato, cobertura de riberas y hábitats acuáticos, temperatura, conductividad, oxígeno, pH, coliformes y macroinvertebrados acuáticos. A partir de los datos colectados se calcularon los índices BMWP/Col1, ASPT, ETP, índice de dípteros y de equidad. Con los resultados obtenidos del ASPT se construyó el mapa de calidad de agua para ambas quebradas. Las quebradas están bien oxigenadas debido a la turbulencia provocada por la conformación rocosa de su lecho, que a su vez permite la diversidad de macroinvertebrados acuáticos. Sin embargo, algunos tramos de estas corrientes están sometidos a contaminación de origen doméstico y agropecuario, lo cual limita sus condiciones de uso.","2008","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Water quality; Calidad del agua; mapa de calidad del agua; uses of water.; usos del agua.; water quality map",NA,NA,"readlyc_sphaeriidae"
"readlyc_sphaeriidae.26","6E3AXCNS","journalArticle",2017,"MORENO RODRIGUEZ, Diana Paola, FabiánCARO CARO, Clara InesPINILLA, Gabriel AntonioOSORIO","ESTADO ACTUAL DEL CONOCIMIENTO SOBRE MICROALGAS DEL PERIFITON Y MACROINVERTEBRADOS BENTÓNICOS EN EL DEPARTAMENTO DEL META, COLOMBIA","Acta Biológica Colombiana",NA,"0120-548X",NA,"https://www.redalyc.org/articulo.oa?id=319053257002","El departamento del Meta cuenta con un elevado potencial hidrológico que se traduce en oportunidades para los sectores agrícola, pecuario y ambiental. Por otra parte, se han incrementado considerablemente las actividades de la industria petrolera, lo cual ha traído nuevos retos y amenazas a la región. En consecuencia, los ríos del departamento se ven afectados por vertimientos de diferentes tipos, por captaciones y por modificaciones de los entornos de ribera y de los ambientes bentónicos. Sin embargo, es poco lo que se conoce acerca de estos sistemas y de las comunidades de microalgas y macroinvertebrados que los habitan, las cuales cumplen un papel fundamental en el funcionamiento ecológico de los ríos. Por esta razón se analizan las características más relevantes de dichas comunidades y se discuten las modificaciones que las actividades humanas provocan sobre la estabilidad ecológica de los ríos en un contexto regional. Adicionalmente, se presenta un listado de los taxones de microalgas perifíticas y macroinvertebrados bentónicos registrados para el departamento del Meta.","2017","2021-08-11 16:13:50","2021-08-11 16:13:50",NA,NA,NA,NA,NA,NA,"Español",NA,"Gestión hidrológica; Hydric resources; llanos foothills; neotropic; neotrópico; Orinoco region; piedemonte llanero; recursos hídricos; región de la Orinoquia.; water management.",NA,NA,"readlyc_sphaeriidae"
